id,product_code,name,value,barcode,unity_of_measurement,last_received_date,last_issued_date,quantity
751,2107023,SWITCH IGN. START 0504975 K2,751,2107023,NOS,1998-08-04,,2
752,2107026,SEAL RECTANGULAR RING  129888,752,2107026,NOS,2004-12-22,,3
753,2107038,SEAL' O' RING  P.NO:  3066914,753,2107038,NOS,2015-06-29,2004-07-16,1
754,2107050,MMOT TYPE CONTROL CONTACTORS 2NO+2NC,754,2107050,NOS,1997-12-16,,5
755,2107052,"L&T SWITCH SUITABLE FOR 415V,50HZ 63A C.NOSK9",755,2107052,NOS,1997-12-16,,2
756,2107067,ROTATING RECTIFIER ASSEMBLY INCLUDING SURG,756,2107067,SET,2000-08-04,1998-07-14,1
757,2107073,MAGNETIC SWITCH P.NO 0216537 K9,757,2107073,NOS,1999-02-09,,4
758,2107087,RADIATOR WASH 3 LTR  P.NO.AX1013359,758,2107087,NOS,2014-10-23,2017-05-02,5
759,2107090,HSG ACTUATOR 3874966 ( 7166630),759,2107090,NOS,1999-01-14,,1
760,2107164,HOSE PLAIN 3026395,760,2107164,NOS,2001-11-02,2013-07-19,1
761,2107169,"CLAMP,T BOLT, P.NO.125741",761,2107169,NOS,2014-03-05,2014-06-20,6
762,2107211,"SEAL'O' RING, P.NO:  3042542",762,2107211,NOS,2015-04-01,2014-12-11,1
763,2107264,"3HP ELECTRIC MOTOR FRAME V 132S, RPM 710,",763,2107264,NOS,2014-07-24,2013-04-23,1
764,2107267,ELEMENT AIR CLEANER P.NO.4055280.,764,2107267,NOS,2016-09-07,2018-01-13,4
765,2107281,COOLING TOWER SPARES FOR MODEL DMA-1260,765,2107281,SET,2017-08-29,2016-02-24,1
766,2107283,"ELEMENT, AIR CLEANER",766,2107283,NOS,2017-09-09,2017-09-13,4
767,2107327,PANEL CONTROL P.NO.4105947,767,2107327,NOS,2015-04-01,2012-10-18,1
768,2107328,ACTUATOR ETR FUEL  CONTROL,768,2107328,NOS,2016-11-26,2015-04-16,1
769,2107334,ELEMENT AIR CLEANER P.NO.4055279.,769,2107334,NOS,2016-09-07,2018-01-13,4
770,2107337,"CLAMP, T BOLT3175623",770,2107337,NOS,2013-02-07,2013-07-19,2
771,2107343,"HOSE PLAIN, P.NO.4104832",771,2107343,NOS,2014-04-08,2015-01-01,7
772,2107344,"HOSE, PLAIN, P.NO.4104833",772,2107344,NOS,2014-03-05,2015-01-01,1
773,2107345,"CLAMP,T BOLT, P.NO. 135144",773,2107345,NOS,2014-03-05,2014-06-20,4
774,2107348,"CONNECTOR, PIPE P.NO.3872278",774,2107348,NOS,2014-04-08,2015-01-01,3
775,2107425,CLAMP T.BOLT P.NO.140332,775,2107425,NOS,2014-04-08,2014-06-20,16
776,2107430,TENSION DEVICE WITH TIE ROD & BOLT AND NUTS.,776,2107430,SET,2014-07-24,2013-07-23,1
777,2107454,COOLING TOWER SPARES FOR MODEL DMA-1260,777,2107454,SET,2017-08-29,2017-03-14,1
778,2107460,"MOTOR, STARTING FOR 1000 KVA GENSET, VOLT:",778,2107460,NOS,2015-09-05,,1
779,2203014,BIMETAL TIME RELAY TYPE 3T1 264-2A ACTUATING T,779,2203014,NOS,1998-01-03,1993-03-23,2
780,2203058,PROTECTION CUP FOR NORMAL PUSH BTN TYPE 3,780,2203058,NOS,1991-07-31,1998-03-14,76
781,2203059,OPERATING COIL 415V 50Hz FOR 3TA22 POWER. C,781,2203059,NOS,1991-08-01,2009-11-28,3
782,2203064,BIMETAL REALY 30-60 AMPS 3VE 10000,782,2203064,NOS,1999-07-01,1998-03-14,2
783,2203080,SPARE COIL 50 HZ 220V CAT NO 3TY7563 -OAMO,783,2203080,NOS,1995-01-25,2006-11-25,1
784,2203084,STAR COIL 220V CAT NO 3 TYI 223 1M CONTACTOR 3,784,2203084,NOS,1995-04-24,,3
785,2203088,SPARE SET OF MAIN CONTACT COMPLETE WITH 6 F,785,2203088,NOS,1998-01-03,2006-11-25,3
786,2203089,STAR COIL 220V CAT NO 3 TYI 243 IM CONTACTOR 3,786,2203089,NOS,1999-07-08,1997-12-01,1
787,2203090,COIL 415V CATNO 3TYI -IW CONTACTOR 3TA 24/3TA,787,2203090,NOS,1994-12-28,2006-11-25,1
788,2203091,COIL 415V CAT NO 3TA 1213 -OW,788,2203091,NOS,1995-04-24,,4
789,2203093,SIEMENS POWER CONTACTOR IN OPEN EXECUTIO,789,2203093,NOS,1995-09-20,,2
790,2203096,SPARE SET OF SICOP MAIN CONTACTOR COMPLET,790,2203096,NOS,1998-01-03,,2
791,2203097,SIEMENS MAKE SPARE SET OF SICOP MAIN CONTA,791,2203097,NOS,1998-07-24,2012-08-01,1
792,2203107,SIEMENS MAKE SICOP BIMETAL OVERLOAD RELAY T,792,2203107,NOS,1998-03-03,,2
793,2203129,"SIEMENS MAKE 3UA5800-2TZ1(40-57A), THERMAL OV",793,2203129,NOS,2012-08-25,2012-01-14,2
794,2203131,SIEMENS MAKE POWER CONTACTOR IN OPEN,794,2203131,NOS,2014-07-17,2014-03-14,2
795,2203132,SIEMENS MAKE POWER CONTACTOR IN OPEN,795,2203132,NOS,2014-07-17,2014-03-14,2
796,2203133,SIEMENS MAKE AUXILIARY CONTACT BLOCK WITH 1,796,2203133,NOS,2014-07-17,2014-03-14,5
797,2203134,SIEMENS MAKE AUXILIARY CONTACT BLOCK WITH 1,797,2203134,NOS,2014-07-17,2014-03-14,5
798,2203135,"SIEMENS MAKE BIMETAL OVER LOAD RELAY, TYPE",798,2203135,NOS,2014-07-17,2014-03-14,2
799,2203136,"SIEMENS MAKE BIMETAL OVER LOAD RELAY, TYPE",799,2203136,NOS,2014-07-17,,2
800,2501006,INDUSTRIAL HEAVY DUTY LOW LOSS POWER,800,2501006,NOS,2013-12-17,2015-10-27,2
801,2503001,PUSH BUTTON TELEPHONE,801,2503001,NOS,2017-08-29,2018-06-06,12
802,2503003,PUSH BUTTON TELEPHONE (1+1) EXECUTIVE,802,2503003,SET,2016-10-05,2016-01-11,2
803,2504005,FOOT MOUNTED SINGLE STAGE HELICAL GEAR MO,803,2504005,NOS,2014-04-14,2014-05-14,3
804,3001001,FIXED MAIL FINGER ASSY,804,3001001,NOS,,1989-03-31,48
805,3001002,FIXED ARCIND ASSY 2093/1,805,3001002,NOS,,1989-03-31,24
806,3001003,MOVING CONTACT BAR 20999,806,3001003,NOS,,1989-03-31,18
807,3001004,MOVING REVER.ATIP 20603/1,807,3001004,NOS,,1989-03-31,6
808,3001005,BACKING SPR.M.F.A.21190F2,808,3001005,NOS,,2009-04-02,18
809,3001008,DRAW OUT V CONTACT ASSY,809,3001008,NOS,,1990-03-31,1
810,3001011,TOP CONNECTION FOR REAR,810,3001011,SET,,1989-03-31,2
811,3001012,BOTTOM CONNECTION REAR,811,3001012,NOS,,1989-03-31,2
812,3001017,DRAW OUT CONTACT ASSY,812,3001017,NOS,,1989-03-31,1
813,3001018,REAR CONTACT ASSY,813,3001018,NOS,,1989-03-31,1
814,3001021,FIXED M FINGER ASSY,814,3001021,NOS,,1989-03-31,39
815,3001024,MOVING REV ARC TIP20603/1,815,3001024,NOS,,1989-03-31,9
816,3001025,D.SPRING FOR M FINGER ASS,816,3001025,NOS,,1989-03-31,42
817,3001026,FM CONTACT TIP 20928/1,817,3001026,NOS,,2009-04-02,8
818,3001028,FM FINGER NAS ARC 40128,818,3001028,NOS,,2009-04-02,24
819,3001030,FIXED ARC TIP 41239,819,3001030,NOS,,1989-03-31,42
820,3001032,REAR CONTACT ASSY 400A,820,3001032,NOS,,1991-03-31,1
821,3004001,ROLLER BEARING ASSEMBLY 010000 - ELECTRIC H,821,3004001,NOS,1999-02-26,1997-08-01,2
822,3004007,SQUARE FOR S-104 ELEC.HOI,822,3004007,NOS,,1989-03-31,1
823,3004012,ROPE DRUM ASSY 3E00 200A,823,3004012,NOS,1993-04-29,,1
824,3004014,FUSE UNITS FOR HOISTS&TRAVEL 30 AMPS MOTO,824,3004014,NOS,1992-01-13,1992-01-18,3
825,3004039,ROPE DRUM ASSEMBLY EOD 2000,825,3004039,NOS,1999-12-07,1997-08-08,1
826,3004042,CONTROL TRANSFORMER 150VA 415/ 110 VOLTS P,826,3004042,NOS,2009-09-14,2014-08-25,3
827,3004046,DRIVING PINION P.NO 201053,827,3004046,NOS,1999-02-26,,1
828,3004047,DRIVING PINION P.NO 2010047,828,3004047,NOS,1999-02-26,,1
829,3005006,REP.TYRE FOR FORK LIFT 6.5,829,3005006,NOS,1997-02-20,2001-04-02,22
830,3005222,HEAT & CUT RESISTANCE TUBELESS TYRE OF SIZE,830,3005222,NOS,2016-07-01,2018-03-27,1
831,3005226,TUBE  23.5-25,831,3005226,NOS,2016-09-19,2018-03-27,3
832,3011002,M.S.MACHINED SHAFT SIZE 38.1 MM DIA X 760 MM L,832,3011002,NOS,2017-01-27,2016-08-12,2
833,3011003,M.S.MACHINED SHAFT 38.1 MM DIA X 920 MM LONG,833,3011003,NOS,2017-01-27,2018-06-23,1
834,3011005,M.S.MACHINED SHAFT SIZE 50.8 MM  DIA X 760 MM L,834,3011005,NOS,2017-01-27,2016-03-30,3
835,3011007,M.S. MACHINED SHAFT SIZE  50.8 MM DIA X1000 MM,835,3011007,NOS,2017-01-27,2018-01-19,3
836,3013003,"APPEX VALVE  1 3/4 """,836,3013003,NOS,,1990-03-31,6
837,3013010,"SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE SP",837,3013010,NOS,2018-03-03,2017-03-21,2
838,3013011,"SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE SP",838,3013011,NOS,2018-03-03,2018-06-29,1
839,3013012,"SPARES FOE ""TEGA"" 10"" HYDROCYCLONE HEAVY D",839,3013012,NOS,2018-03-03,,2
840,3013014,"SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE CL",840,3013014,NOS,2018-03-03,,3
841,3013015,"SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE SS C",841,3013015,NOS,2018-03-03,,3
842,3013016,"SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE JU",842,3013016,NOS,2018-03-03,2018-06-29,2
843,3013018,"SPARES FOR ""TEGA"" 10"" HYDRO CYCLONE SS CLA",843,3013018,NOS,2018-03-03,,2
844,3013019,"SPARES FOR "" TEGA"" 10"" HYDROCYCLONE RUBBE",844,3013019,NOS,2018-03-03,,1
845,3024003,SPARES FOR V-75 VIBRATOR STUD WITH NUT&LOC,845,3024003,NOS,2016-01-11,2017-01-17,5
846,3024004,V-75 VIBRATOR SPARES:,846,3024004,NOS,2016-01-11,2016-04-16,8
847,3024009,STRIKING PLATE P.NO 11,847,3024009,NOS,1999-04-13,2015-07-23,1
848,3024013,SPARES FOR V-75 VIBRATOR,848,3024013,NOS,2014-09-30,2007-06-08,1
849,3024014,SPARES FOR V-75 VIBRATOR,849,3024014,NOS,2014-09-30,2007-06-08,1
850,3024015,COMPRESSION SPRING SUITABLE FOR V-75 VIBR,850,3024015,SET,2016-01-11,2015-06-27,3
851,3024106,CONTROL TRANSFORMER SUITABLE FOR THE  V-,851,3024106,NOS,2017-11-17,2016-08-25,2
852,3027001,CARBON BRUSH 251- 1-17,852,3027001,SET,2004-03-31,2007-10-23,22
853,3027002,BRUSH CAP,853,3027002,NOS,1995-06-07,1996-05-31,8
854,3027006,SWITCH,854,3027006,NOS,1995-06-07,2005-09-28,2
855,3027007,NOZZLE 420-1 -29,855,3027007,NOS,1995-06-07,,2
856,3027008,IMPELLER 326-1-39,856,3027008,NOS,1995-06-07,,2
857,3027011,FIELD ASSEMBLY 821-3017,857,3027011,NOS,1995-06-07,,2
858,3028001,REGULATOR WITH BOX ASSEMBLY 111063 1296,858,3028001,NOS,1994-07-28,,1
859,3028002,CONTACTOR PLATE ASSEMBLY WITH CARBON BR,859,3028002,NOS,1994-07-28,,4
860,3028003,BRONZE SPRING ASSEMBLY EMG 450 P.NO 01501,860,3028003,NOS,1994-07-28,,4
861,3028004,REGULATOR KNOP EMG 450 P.NO 0110910331,861,3028004,NOS,1994-07-28,,4
862,3028005,REGULATOR EXTENSION CABLE EMG 450 011091,862,3028005,NOS,1994-07-28,,2
863,3028007,HANDLE WITH INDICATING DISC EMG 450 0210204,863,3028007,SET,1994-07-28,,2
864,3028008,OUT PUT TERMINAL ASSEMBLY WITH KNON EMG 4,864,3028008,SET,1994-07-28,,2
865,3028009,OUT PUT TERMINAL KNOB EMG 450 0110910021,865,3028009,NOS,1994-07-28,,6
866,3028010,CARBON BRUSH BIG SET,866,3028010,SET,1994-07-28,1995-06-16,2
867,3028011,CARBON BRUSH SMALL SET,867,3028011,SET,1994-07-28,1996-07-16,1
868,3029001,DRILLING MACHINE 6 mm - SWITCH,868,3029001,NOS,1995-06-07,,4
869,3029002,DRILLING MACHINE 6 mm - CARBON BRUSH,869,3029002,NOS,1995-06-07,,24
870,3029003,DRILLING MACHINE 6 mm - BRUSH HOLDER,870,3029003,NOS,1995-06-07,,12
871,3029004,DRILLING MACHINE 6mm - CHUCK,871,3029004,NOS,1995-06-07,,1
872,3029005,DRILLING MACHINE 6 mm - CHUCK KEY,872,3029005,NOS,1995-06-07,,3
873,3029006,DRILLING MACHINE 6 mm - ARMATURE ASSEMBLY,873,3029006,NOS,1995-06-07,,1
874,3029007,DRILLING MACHINE 6 mm - FILE ASSEMBLY,874,3029007,NOS,1995-06-07,,1
875,3030001,DRILLING MACHINE 20 mm SWITCH,875,3030001,NOS,1995-06-07,,3
876,3030002,DRILLING MACHINE 20 mm CARBON BRUSH,876,3030002,NOS,1995-06-07,,24
877,3030004,DRILLING MACHINE 20 mm BRUSH HOLDER,877,3030004,NOS,1995-06-07,1998-06-11,11
878,3034006,AIR BREAK CONTACTOR P.NO P 001-30-3001 INDEF /,878,3034006,NOS,1997-04-23,,2
879,3035007,"""USHA MARTIN"" MAKE 1/2"" (12MM) STEEL WIRE ROP",879,3035007,MTR,2015-05-29,2016-06-04,300
880,3039004,POLYPROPYLENE MONOFILAMENT FILTER CLOTH,880,3039004,MTR,2016-04-12,2012-01-21,50
881,3042002,FABRICATION AND SUPPLY OF SLURRY BINS (AS P,881,3042002,NOS,2010-02-09,,1
882,3101001,STRUCTURAL STEEL CONFORMING TO IS.2062 OF,882,3101001,KGS,2017-10-07,2018-02-16,50
883,3101002,"STRUCTURAL STEEL CONFORMING TO IS: 2062 ,",883,3101002,KGS,2017-10-07,2018-07-18,72
884,3101004,MS ANGLE 50 X 50 X 6 MM CONFIRMING TO IS:2062,884,3101004,KGS,2018-07-21,2018-07-12,987
885,3101007,STRUCTURAL STEEL CONFORMING TO IS 2062:2,885,3101007,KGS,2018-07-21,2017-07-10,790
886,3101009,STRUCTURAL STEEL CONFORMING TO IS 2062:2,886,3101009,KGS,2018-07-21,2017-06-23,270
887,3101014,I.S.A  IRON 25 X 25 X 3 MMSTRUCRURAL STEEL,887,3101014,KGS,2016-02-04,2018-05-21,150
888,3102001,STRUCTURAL STEEL CONFORMING TO IS.2062 OF M,888,3102001,KGS,2017-10-07,2018-02-15,60
889,3102002,"STRUCTURAL STEEL CONFORMING TO IS: 2062 ,",889,3102002,KGS,2018-06-13,2016-11-22,49
890,3102007,STRUCTURAL STEEL CONFORMING TO IS: 2062 OF M,890,3102007,KGS,2017-10-07,2018-06-23,131
891,3102011,M.S FLAT 25 X 5 MM CONFIRMING TO IS:2062.,891,3102011,KGS,2018-06-13,1997-04-11,54
892,3102017,STRUCTURAL STEEL CONFORMING TO IS: 2062 OF M,892,3102017,KGS,2017-10-07,2018-07-18,253
893,3103001,STRUCTURAL STEEL CONFORMING TO IS,893,3103001,KGS,2018-07-21,2017-11-15,480
894,3103004,STRUCTURAL STEEL CONFORMING TO IS 2062:2,894,3103004,KGS,2018-07-21,2017-11-15,300
895,3103005,STRUCTURAL STEEL CONFORMING TO IS,895,3103005,KGS,2018-07-21,2017-12-12,750
896,3103006,STRUCTURAL STEEL CONFORMING TO IS 2062:2011,896,3103006,KGS,2018-07-21,2017-11-16,500
897,3103008,STRUCTURAL STEEL CONFORMING TO IS 2062:2,897,3103008,KGS,2018-07-21,2017-11-16,550
898,3103009,-DO- M.S.PLATE 20 MM. THICK.,898,3103009,KGS,2016-01-14,2018-06-08,318
899,3103010,STRUCTURAL STEEL CONFORMING TO,899,3103010,KGS,2016-02-04,2018-01-17,375
900,3104001,STRUCTURAL STEEL CONFORMING TO IS 2062:2011,900,3104001,KGS,2018-07-21,2016-11-26,310
901,3104002,STRUCTURAL STEEL CONFORMING TO IS 2062:2011,901,3104002,KGS,2018-07-21,2017-12-15,1040
902,3104003,STRUCTURAL STEEL CONFORMING TO IS,902,3104003,KGS,2018-07-21,2016-08-12,250
903,3105002,- DO- ISMB 200X100 MM,903,3105002,KGS,2017-02-20,2018-07-02,140
904,3105007,STRUCTURAL STEEL CONFORMING TO IS 2062:2011,904,3105007,KGS,2018-07-21,2017-04-05,330
905,3105008,STRUCTURAL STEEL CONFORMING TO IS 2062:2011,905,3105008,KGS,2018-07-21,2017-11-16,500
906,3105010,ISMB 100 X 50 MM,906,3105010,KGS,2016-02-04,2017-02-25,250
907,3106003,TMT BAR 10 MM.,907,3106003,KGS,2015-07-15,2018-06-20,32
908,3106010,M.S SHAFT 63 MM,908,3106010,KGS,2003-08-22,2015-12-08,139
909,3106019,M.S ROD  45 MM,909,3106019,KGS,1995-12-26,2018-06-29,1835
910,3108006,S.S PLAIN END  PIPES BUTT WELDING PIPES 88.9 M,910,3108006,LEN,1991-12-09,1990-03-31,2
911,3108020,"S.S.PIPE, AISI 310,PIPES SCHEDULE 80, IN 6 MTR.",911,3108020,NOS,2016-09-19,2016-06-14,1
912,3109005,G.I.PLAIN SHEET CONFORMING TO IS 277 OF 1.0,912,3109005,NOS,2017-08-14,2018-06-20,7
913,3109014,TATA MAKE GI POWDER COATED SHEET(BLUE SHA,913,3109014,NOS,2017-03-20,,25
914,3201001,ZENITH/TATA/APOLLO/JINDAL MAKE G.I.PIPES CONF,914,3201001,NOS,2016-01-04,2016-11-22,1
915,3201007,"G.I.PIPES CONFORMING TO IS:1239 OF 1990, 'C'",915,3201007,NOS,2012-09-14,2016-11-22,2
916,3205026,HDPE MOULDED BEND  AS PER IS 8008: 90 DEGREE,916,3205026,NOS,2016-03-21,2015-12-08,15
917,3205027,HDPE BEND 20mm OD 6KG/CM2,917,3205027,NOS,2000-01-27,1997-11-24,10
918,3205029,90 DEGREE HDPE MOULDED BEND CONFORMING T,918,3205029,NOS,2013-07-29,2015-04-30,4
919,3205030,90 DEGREE HDPE MOULDED BEND CONFORMING T,919,3205030,NOS,2016-03-21,2015-03-12,10
920,3205034,"90 DEGREE HDPE MOULDED BEND, PE.80.PN.10, SIZ",920,3205034,NOS,2009-03-25,2012-09-29,3
921,3205035,HDPE MOULDED BEND AS PER IS 8008: 90 DEGREE,921,3205035,NOS,2015-04-01,2015-10-08,1
922,3207017,M.S ELBOW 219.1 MM X 12.7 MM LONG RADIUS 90 D,922,3207017,NOS,1998-10-01,2004-07-21,5
923,3207025,M.S.SEAMLESS LONG RADIUS ELBOW 90  - DEGREE,923,3207025,NOS,2017-07-27,2018-06-14,1
924,3207036,HDPE ELBOW 20 mm 6 KG CM2,924,3207036,NOS,1998-07-17,,6
925,3210008,G.I SOCKET R BRAND FOR CLASS C PIPES 74 MM,925,3210008,NOS,1996-12-24,2016-07-08,8
926,3215011,HDPE TEE 40 MM,926,3215011,NOS,1995-09-13,2005-03-19,12
927,3215017,HDPE MOULDED TEE  CONFORMING TO IS 8008 SI,927,3215017,NOS,2016-03-21,2015-12-08,5
928,3215025,HDPE MOULDED TEECONFORMING TO IS 8008  SIZ,928,3215025,NOS,2009-03-25,2015-10-08,2
929,3215026,"HDPE MOULDED TEE PN 6, SIZE 140 MM OD.",929,3215026,NOS,2011-09-13,2012-09-29,1
930,3218104,M.S.SEAMLESS EQUAL TEE CONFIRMING TO ASTM A,930,3218104,NOS,2017-07-27,2017-04-29,4
931,3218107,"M.S.SEAMLESS EQUAL TEE CONF.TO ASTM A234,G",931,3218107,NOS,2015-09-05,2016-07-16,6
932,3218110,"M.S.SEAMLESS EQUAL TEE CONF.TO ASTM A234,G",932,3218110,NOS,2015-09-05,2015-09-11,8
933,3218111,"M.S.SEAMLESS EQUAL TEE CONF.TO ASTM A234,G",933,3218111,NOS,2015-09-05,2016-03-11,7
934,3218112,M.S.SEAMLESS EQUAL TEE CONFIRMING TO ASTM A,934,3218112,NOS,2017-07-27,2016-07-20,3
935,3221012,FLANGES 110 MM [ HDPE ],935,3221012,NOS,2001-02-03,2015-04-11,7
936,3221014,HDPE FLANGE AS PER ASA 150-SIZE 75 MM.,936,3221014,NOS,2012-09-04,2012-11-12,6
937,3221016,FLANGES 225 MM [ HDPE ],937,3221016,NOS,1992-03-16,1989-03-31,12
938,3223025,HDPE REDUCER 32 X 20 MM,938,3223025,NOS,1992-11-26,1995-04-28,9
939,3223031,HDPE REDUCER 40 X 32 MM,939,3223031,NOS,1995-09-13,1999-08-06,4
940,3227001,"M.S.FLANGES AS PER BS 10 , TABLE ""E"" OF SIZE :-",940,3227001,NOS,2017-07-27,2016-05-24,15
941,3227002,"M.S. FLANGES AS PER BS 10, TABLE ""E"" OF SIZE  50",941,3227002,NOS,2017-07-27,2017-11-02,15
942,3227003,"M.S.FLANGES AS PER BS 10 , TABLE ""E"" OF SIZE :-",942,3227003,NOS,2017-07-27,2018-06-14,4
943,3227004,"M.S.FLANGES AS PER BS 10 , TABLE ""E""  OF SIZE :-",943,3227004,NOS,2017-07-27,2017-04-22,30
944,3227019,"M.S.FLANGES AS PER BS 10 , TABLE ""E""  OF SIZE 80",944,3227019,NOS,2017-07-27,2018-05-02,20
945,3227020,"M.S.FLANGES AS PER BS 10 , TABLE ""E"" OF  SIZE 65",945,3227020,NOS,2017-07-27,2018-07-12,25
946,3227021,"M.S MECHANICAL FLANGES OF SIZE OD : 505 MM , I",946,3227021,NOS,2005-07-26,2017-10-31,7
947,3232005,SPECIAL SHOULDER RING 168.3 MM,947,3232005,NOS,2003-12-16,2003-12-23,15
948,3232006,SPECIAL SHOULDER RING 219 MM,948,3232006,NOS,1996-11-14,2000-04-22,16
949,3237001,FENNER MAKE FREE SHOE CENTRIFUGUL CLUTCH,949,3237001,NOS,1998-11-28,2000-04-26,5
950,3237003,LOVE JOY/FENNER/FLEXOCON MAKE OF C.I. COUPL,950,3237003,SET,2017-04-07,2017-10-30,1
951,3237026,FENNER SPARE ELEMENT FOR F095 ESSEX COUPL,951,3237026,NOS,2017-04-07,2014-03-20,5
952,3237035,FENNER MAKE C.I.COUPLING WITH PILOT BORE AN,952,3237035,NOS,2018-03-26,2018-03-27,3
953,3237038,LOVEYJOY MAKE CAST IRON COUPLING WITH PIL,953,3237038,NOS,2010-09-02,2016-04-28,9
954,3237044,LOVE JOY/FENNER/FLEXOCON MAKE OF C.I. COUPL,954,3237044,NOS,2017-04-07,2015-09-07,3
955,3237050,FENNER MAKE C.I.COUPLING WITH PILOT BORE AN,955,3237050,NOS,2018-03-26,2018-04-27,2
956,3237058,LOVE JOY FLEXIBLE COUPLING CAST IRON WITH P,956,3237058,NOS,1998-11-07,1998-08-13,2
957,3237063,LOVE JOY/FENNER/FLEXOCON MAKE OF C.I. COUPL,957,3237063,NOS,2017-04-07,2008-12-11,3
958,3237069,FENNER SPARE ELEMENT FOR F-150 ESSEX  COUP,958,3237069,NOS,2012-07-20,2012-04-09,10
959,3237070,FENNER SPARE ELEMENT FOR F-190 ESSEX  COUP,959,3237070,NOS,2012-07-20,2012-04-09,10
960,3237071,FENNER  MAKE SPARE ELEMENT NITRILE RUBBER F,960,3237071,NOS,2018-03-26,2018-05-10,7
961,3237072,LOVE JOY/FENNER/FLEXOCON MAKE OF C.I. COUPL,961,3237072,NOS,2017-04-07,2017-04-19,3
962,3237073,LOVE JOY/FENNER/FLEXOCON MAKE OF C.I. COUPL,962,3237073,NOS,2017-04-07,2017-05-04,3
963,3238001,ROLLER BEARING REF NO 5,963,3238001,NOS,1995-07-15,,1
964,3238002,BALL BEARING REF NO 6,964,3238002,NOS,1995-07-15,,1
965,3238003,RESILIENT DRIVING DISC REF 18,965,3238003,NOS,1995-07-15,,1
966,3238004,"MULTI DISC UNIT WITH BOLT ,NUT COLLAR SPHERIC",966,3238004,NOS,1995-07-15,,6
967,3238007,O RING 01074,967,3238007,NOS,1995-07-15,,1
968,3238008,O RING 6173 & 74,968,3238008,NOS,1995-07-15,,1
969,3238010,FLEXIBLE PLUG,969,3238010,NOS,1995-07-15,,2
970,3238011,"MULTI DISC UNIT WITH BOLT,NUT,COLLAR,SPHERICA",970,3238011,NOS,1995-07-15,,6
971,3238012,"MULT DISC UNIT WITH BOLT,NUT,COLLAR,SPHERICA",971,3238012,NOS,1995-07-15,,1
972,3238013,"MUTI DISC UNIT WITH BOLT,NUT,COLLAR,SPHERICA",972,3238013,NOS,1995-07-15,,6
973,3238015,CASING DIST PIECE REF 10,973,3238015,NOS,1995-07-15,,1
974,3301001,ENAMEL PAINT ALUMINIUM IN 1 LIT CONTAINER.,974,3301001,LIT,2017-01-21,2016-10-25,8
975,3301002,ENAMEL PAINT WHITE IN 4 LIT CONTAINER,975,3301002,LIT,2017-09-23,2017-12-02,2
976,3301004,BERGER/SHALIMAR/ASIAN/NEROLAC MAKE,976,3301004,LIT,2017-09-23,2016-11-15,5
977,3301009,ENAMEL PAINT GOLDEN YELLOW IN 1 LIT,977,3301009,LIT,2016-04-06,2016-04-13,8
978,3301010,BERGER/SHALIMAR/ASIAN/NEROLAC MAKE RED OX,978,3301010,LIT,2017-09-23,2018-05-23,24
979,3301013,BERGER/SHALIMAR/ASIAN/NEROLAC MAKE,979,3301013,LIT,2017-09-23,2018-01-12,2
980,3301016,ENAMEL PAINT SMOKE GREY IN 20 LITRE,980,3301016,LIT,2017-11-24,2018-05-17,52
981,3301026,BERGER/SHALIMAR/ASIAN/NEROLAC MAKE  HEAT,981,3301026,LIT,2017-09-23,2018-02-28,100
982,3301044,BERGER/SHALIMAR/ASIAN/NEROLAC MAKE,982,3301044,LIT,2017-09-23,2016-01-05,5
983,3308004,ENAMEL PAINT ZINC CHROMATE PRIMER YELLOW,983,3308004,LIT,2017-11-24,2017-11-25,8
984,3312001,G.P THINNER IN 5 LITRE CONTAINER.,984,3312001,LIT,2017-09-23,2017-03-25,20
985,3401002,LEADER/NETA/HIMSUN/KIRLOSKAR/AARKO MAKE G,985,3401002,NOS,2017-08-14,2016-08-27,5
986,3401005,LEADER/NETA/HIMSUN/KIRLOSKAR/AARKO MAKE G,986,3401005,NOS,2017-08-14,2016-08-16,5
987,3401006,LEADER/NETA/HIMSUN/KIRLOSKAR/AARKO MAKE G,987,3401006,NOS,2017-08-14,2016-08-27,5
988,3401008,LEADER/NETA/HIMSUN/KIRLOSKAR/AARKO MAKE G,988,3401008,NOS,2017-08-14,2018-05-02,4
989,3401009,LEADER/NETA/HIMSUN/KIRLOSKAR/AARKO MAKE G,989,3401009,NOS,2017-08-14,2016-06-20,2
990,3401016,LEADER/NETA/HIMSUN/KIRLOSKAR/AARKO MAKE G,990,3401016,NOS,2017-08-14,2017-09-07,4
991,3403003,80 MM GM FOOT VALVE ISI HEAVY OR LG HEAVY TY,991,3403003,NOS,2001-10-19,2017-05-25,1
992,3403005,SCREW ROD(STEM) WITH NUT(YOKE SLEEVE) FOR,992,3403005,NOS,2016-10-26,,1
993,3405006,GUN METAL NON RETURN VALVE 37mm,993,3405006,NOS,1997-05-20,2006-11-29,2
994,3410013,KIRLOSKAR/LEADER/NETA/PRIME MAKE DOUBLE FL,994,3410013,NOS,2017-04-07,2016-09-09,1
