"SlNo","ItemCode","Item Name","UOM","Stock","LRD","LID","Value","BalValue","W/of Date","C/R/I/ST","Location",""
"759","2107090","HSG ACTUATOR 3874966 ( 7166630)","NOS","1","14-Jan-1999","","301.46","","","","",""
"760","2107164","HOSE PLAIN 3026395","NOS","1","2-Nov-2001","19-Jul-2013","2.70","","","","",""
"761","2107169","CLAMP,T BOLT, P.NO.125741","NOS","6","5-Mar-2014","20-Jun-2014","899.40","","","","",""
"762","2107211","SEAL'O' RING, P.NO:  3042542","NOS","1","1-Apr-2015","11-Dec-2014","277.00","","","","",""
"763","2107264","3HP ELECTRIC MOTOR FRAME V 132S, RPM 710,","NOS","1","24-Jul-2014","23-Apr-2013","26010.00","","","","",""
"764","2107267","ELEMENT AIR CLEANER P.NO.4055280.","NOS","4","7-Sep-2016","13-Jan-2018","9070.40","","","","",""
"765","2107281","COOLING TOWER SPARES FOR MODEL DMA-1260","SET","1","29-Aug-2017","24-Feb-2016","36000.00","","","","",""
"766","2107283","ELEMENT, AIR CLEANER","NOS","4","9-Sep-2017","13-Sep-2017","12351.39","","","","",""
"767","2107327","PANEL CONTROL P.NO.4105947","NOS","1","1-Apr-2015","18-Oct-2012","23201.00","","","","",""
"768","2107328","ACTUATOR ETR FUEL  CONTROL","NOS","1","26-Nov-2016","16-Apr-2015","102580.00","","","","",""
"769","2107334","ELEMENT AIR CLEANER P.NO.4055279.","NOS","4","7-Sep-2016","13-Jan-2018","12232.90","","","","",""
"770","2107337","CLAMP, T BOLT3175623","NOS","2","7-Feb-2013","19-Jul-2013","263.00","","","","",""
"771","2107343","HOSE PLAIN, P.NO.4104832","NOS","7","8-Apr-2014","1-Jan-2015","5508.30","","","","",""
"772","2107344","HOSE, PLAIN, P.NO.4104833","NOS","1","5-Mar-2014","1-Jan-2015","881.50","","","","",""
"773","2107345","CLAMP,T BOLT, P.NO. 135144","NOS","4","5-Mar-2014","20-Jun-2014","1783.44","","","","",""
"774","2107348","CONNECTOR, PIPE P.NO.3872278","NOS","3","8-Apr-2014","1-Jan-2015","1183.80","","","","",""
"775","2107425","CLAMP T.BOLT P.NO.140332","NOS","16","8-Apr-2014","20-Jun-2014","739.20","","","","",""
"776","2107430","TENSION DEVICE WITH TIE ROD & BOLT AND NUTS.","SET","1","24-Jul-2014","23-Jul-2013","8160.00","","","","",""
"777","2107454","COOLING TOWER SPARES FOR MODEL DMA-1260","SET","1","29-Aug-2017","14-Mar-2017","25000.00","","","","",""
"778","2107460","MOTOR, STARTING FOR 1000 KVA GENSET, VOLT:","NOS","1","5-Sep-2015","","84112.00","","","","",""
"779","2203014","BIMETAL TIME RELAY TYPE 3T1 264-2A ACTUATING T","NOS","2","3-Jan-1998","23-Mar-1993","93.72","","","","",""
"780","2203058","PROTECTION CUP FOR NORMAL PUSH BTN TYPE 3","NOS","76","31-Jul-1991","14-Mar-1998","39.25","","","","",""
"781","2203059","OPERATING COIL 415V 50Hz FOR 3TA22 POWER. C","NOS","3","1-Aug-1991","28-Nov-2009","24.03","","","","",""
"782","2203064","BIMETAL REALY 30-60 AMPS 3VE 10000","NOS","2","1-Jul-1999","14-Mar-1998","614.25","","","","",""
"783","2203080","SPARE COIL 50 HZ 220V CAT NO 3TY7563 -OAMO","NOS","1","25-Jan-1995","25-Nov-2006","75.27","","","","",""
"784","2203084","STAR COIL 220V CAT NO 3 TYI 223 1M CONTACTOR 3","NOS","3","24-Apr-1995","","51.10","","","","",""
"785","2203088","SPARE SET OF MAIN CONTACT COMPLETE WITH 6 F","NOS","3","3-Jan-1998","25-Nov-2006","37.44","","","","",""
"786","2203089","STAR COIL 220V CAT NO 3 TYI 243 IM CONTACTOR 3","NOS","1","8-Jul-1999","1-Dec-1997","41.95","","","","",""
"787","2203090","COIL 415V CATNO 3TYI -IW CONTACTOR 3TA 24/3TA","NOS","1","28-Dec-1994","25-Nov-2006","31.07","","","","",""
"788","2203091","COIL 415V CAT NO 3TA 1213 -OW","NOS","4","24-Apr-1995","","28.38","","","","",""
"789","2203093","SIEMENS POWER CONTACTOR IN OPEN EXECUTIO","NOS","2","20-Sep-1995","","577.57","","","","",""
"790","2203096","SPARE SET OF SICOP MAIN CONTACTOR COMPLET","NOS","2","3-Jan-1998","","77.71","","","","",""
"791","2203097","SIEMENS MAKE SPARE SET OF SICOP MAIN CONTA","NOS","1","24-Jul-1998","1-Aug-2012","84.10","","","","",""
"792","2203107","SIEMENS MAKE SICOP BIMETAL OVERLOAD RELAY T","NOS","2","3-Mar-1998","","142.56","","","","",""
"793","2203129","SIEMENS MAKE 3UA5800-2TZ1(40-57A), THERMAL OV","NOS","2","25-Aug-2012","14-Jan-2012","4606.00","","","","",""
"794","2203131","SIEMENS MAKE POWER CONTACTOR IN OPEN","NOS","2","17-Jul-2014","14-Mar-2014","13386.00","","","","",""
"795","2203132","SIEMENS MAKE POWER CONTACTOR IN OPEN","NOS","2","17-Jul-2014","14-Mar-2014","2082.00","","","","",""
"796","2203133","SIEMENS MAKE AUXILIARY CONTACT BLOCK WITH 1","NOS","5","17-Jul-2014","14-Mar-2014","435.00","","","","",""
"797","2203134","SIEMENS MAKE AUXILIARY CONTACT BLOCK WITH 1","NOS","5","17-Jul-2014","14-Mar-2014","435.00","","","","",""
"798","2203135","SIEMENS MAKE BIMETAL OVER LOAD RELAY, TYPE","NOS","2","17-Jul-2014","14-Mar-2014","5964.00","","","","",""
"799","2203136","SIEMENS MAKE BIMETAL OVER LOAD RELAY, TYPE","NOS","2","17-Jul-2014","","1998.00","","","","",""
"800","2501006","INDUSTRIAL HEAVY DUTY LOW LOSS POWER","NOS","2","17-Dec-2013","27-Oct-2015","28900.00","","","","",""
"801","2503001","PUSH BUTTON TELEPHONE","NOS","12","29-Aug-2017","6-Jun-2018","8640.00","","","","",""
"802","2503003","PUSH BUTTON TELEPHONE (1+1) EXECUTIVE","SET","2","5-Oct-2016","11-Jan-2016","6070.00","","","","",""
"803","2504005","FOOT MOUNTED SINGLE STAGE HELICAL GEAR MO","NOS","3","14-Apr-2014","14-May-2014","83721.60","","","","",""
"804","3001001","FIXED MAIL FINGER ASSY","NOS","48","","31-Mar-1989","117.93","","","","",""
"805","3001002","FIXED ARCIND ASSY 2093/1","NOS","24","","31-Mar-1989","52.62","","","","",""
"806","3001003","MOVING CONTACT BAR 20999","NOS","18","","31-Mar-1989","144.50","","","","",""
"807","3001004","MOVING REVER.ATIP 20603/1","NOS","6","","31-Mar-1989","18.43","","","","",""
"808","3001005","BACKING SPR.M.F.A.21190F2","NOS","18","","2-Apr-2009","5.71","","","","",""
"809","3001008","DRAW OUT V CONTACT ASSY","NOS","1","","31-Mar-1990","76.76","","","","",""
"810","3001011","TOP CONNECTION FOR REAR","SET","2","","31-Mar-1989","92.13","","","","",""
"811","3001012","BOTTOM CONNECTION REAR","NOS","2","","31-Mar-1989","104.42","","","","",""
"812","3001017","DRAW OUT CONTACT ASSY","NOS","1","","31-Mar-1989","110.56","","","","",""
"813","3001018","REAR CONTACT ASSY","NOS","1","","31-Mar-1989","347.04","","","","",""
"814","3001021","FIXED M FINGER ASSY","NOS","39","","31-Mar-1989","69.39","","","","",""
"815","3001024","MOVING REV ARC TIP20603/1","NOS","9","","31-Mar-1989","19.85","","","","",""
"816","3001025","D.SPRING FOR M FINGER ASS","NOS","42","","31-Mar-1989","10.08","","","","",""
"817","3001026","FM CONTACT TIP 20928/1","NOS","8","","2-Apr-2009","7.07","","","","",""
"818","3001028","FM FINGER NAS ARC 40128","NOS","24","","2-Apr-2009","15.27","","","","",""
"819","3001030","FIXED ARC TIP 41239","NOS","42","","31-Mar-1989","4.69","","","","",""
"820","3001032","REAR CONTACT ASSY 400A","NOS","1","","31-Mar-1991","189.71","","","","",""
"821","3004001","ROLLER BEARING ASSEMBLY 010000 - ELECTRIC H","NOS","2","26-Feb-1999","1-Aug-1997","161.76","","","","",""
"822","3004007","SQUARE FOR S-104 ELEC.HOI","NOS","1","","31-Mar-1989","35.44","","","","",""
"823","3004012","ROPE DRUM ASSY 3E00 200A","NOS","1","29-Apr-1993","","401.21","","","","",""
"824","3004014","FUSE UNITS FOR HOISTS&TRAVEL 30 AMPS MOTO","NOS","3","13-Jan-1992","18-Jan-1992","18.42","","","","",""
"825","3004039","ROPE DRUM ASSEMBLY EOD 2000","NOS","1","7-Dec-1999","8-Aug-1997","297.75","","","","",""
"826","3004042","CONTROL TRANSFORMER 150VA 415/ 110 VOLTS P","NOS","3","14-Sep-2009","25-Aug-2014","3180.60","","","","",""
"827","3004046","DRIVING PINION P.NO 201053","NOS","1","26-Feb-1999","","56.10","","","","",""
"828","3004047","DRIVING PINION P.NO 2010047","NOS","1","26-Feb-1999","","87.23","","","","",""
"829","3005006","REP.TYRE FOR FORK LIFT 6.5","NOS","22","20-Feb-1997","2-Apr-2001","1773.94","","","","",""
"830","3005222","HEAT & CUT RESISTANCE TUBELESS TYRE OF SIZE","NOS","1","1-Jul-2016","27-Mar-2018","70512.50","","","","",""
"831","3005226","TUBE  23.5-25","NOS","3","19-Sep-2016","27-Mar-2018","17355.00","","","","",""
"832","3011002","M.S.MACHINED SHAFT SIZE 38.1 MM DIA X 760 MM L","NOS","2","27-Jan-2017","12-Aug-2016","2452.00","","","","",""
"833","3011003","M.S.MACHINED SHAFT 38.1 MM DIA X 920 MM LONG","NOS","1","27-Jan-2017","23-Jun-2018","2914.00","","","","",""
"834","3011005","M.S.MACHINED SHAFT SIZE 50.8 MM  DIA X 760 MM L","NOS","3","27-Jan-2017","30-Mar-2016","5495.00","","","","",""
"835","3011007","M.S. MACHINED SHAFT SIZE  50.8 MM DIA X1000 MM","NOS","3","27-Jan-2017","19-Jan-2018","-744.50","","","","",""
"836","3013003","APPEX VALVE  1 3/4 ""","NOS","6","","31-Mar-1990","207.93","","","","",""
"837","3013010","SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE SP","NOS","2","3-Mar-2018","21-Mar-2017","1400.00","","","","",""
"838","3013011","SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE SP","NOS","1","3-Mar-2018","29-Jun-2018","4500.00","","","","",""
"839","3013012","SPARES FOE ""TEGA"" 10"" HYDROCYCLONE HEAVY D","NOS","2","3-Mar-2018","","360.00","","","","",""
"840","3013014","SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE CL","NOS","3","3-Mar-2018","","3750.00","","","","",""
"841","3013015","SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE SS C","NOS","3","3-Mar-2018","","3150.00","","","","",""
"842","3013016","SPARES ""TEGA"" MAKE FOR 4"" HYDROCYCLONE JU","NOS","2","3-Mar-2018","29-Jun-2018","640.00","","","","",""
"843","3013018","SPARES FOR ""TEGA"" 10"" HYDRO CYCLONE SS CLA","NOS","2","3-Mar-2018","","2800.00","","","","",""
"844","3013019","SPARES FOR "" TEGA"" 10"" HYDROCYCLONE RUBBE","NOS","1","3-Mar-2018","","2000.00","","","","",""
"845","3024003","SPARES FOR V-75 VIBRATOR STUD WITH NUT&LOC","NOS","5","11-Jan-2016","17-Jan-2017","3012.50","","","","",""
"846","3024004","V-75 VIBRATOR SPARES:","NOS","8","11-Jan-2016","16-Apr-2016","9156.80","","","","",""
"847","3024009","STRIKING PLATE P.NO 11","NOS","1","13-Apr-1999","23-Jul-2015","253.40","","","","",""
"848","3024013","SPARES FOR V-75 VIBRATOR","NOS","1","30-Sep-2014","8-Jun-2007","19646.00","","","","",""
"849","3024014","SPARES FOR V-75 VIBRATOR","NOS","1","30-Sep-2014","8-Jun-2007","10191.00","","","","",""
"850","3024015","COMPRESSION SPRING SUITABLE FOR V-75 VIBR","SET","3","11-Jan-2016","27-Jun-2015","27471.00","","","","",""
"851","3024106","CONTROL TRANSFORMER SUITABLE FOR THE  V-","NOS","2","17-Nov-2017","25-Aug-2016","5157.00","","","","",""
"852","3027001","CARBON BRUSH 251- 1-17","SET","22","31-Mar-2004","23-Oct-2007","31.62","","","","",""
"853","3027002","BRUSH CAP","NOS","8","7-Jun-1995","31-May-1996","3.00","","","","",""
"854","3027006","SWITCH","NOS","2","7-Jun-1995","28-Sep-2005","8.25","","","","",""
"855","3027007","NOZZLE 420-1 -29","NOS","2","7-Jun-1995","","3.50","","","","",""
"856","3027008","IMPELLER 326-1-39","NOS","2","7-Jun-1995","","12.20","","","","",""
"857","3027011","FIELD ASSEMBLY 821-3017","NOS","2","7-Jun-1995","","58.50","","","","",""
"858","3028001","REGULATOR WITH BOX ASSEMBLY 111063 1296","NOS","1","28-Jul-1994","","100.87","","","","",""
"859","3028002","CONTACTOR PLATE ASSEMBLY WITH CARBON BR","NOS","4","28-Jul-1994","","37.83","","","","",""
"860","3028003","BRONZE SPRING ASSEMBLY EMG 450 P.NO 01501","NOS","4","28-Jul-1994","","33.62","","","","",""
"861","3028004","REGULATOR KNOP EMG 450 P.NO 0110910331","NOS","4","28-Jul-1994","","10.51","","","","",""
"862","3028005","REGULATOR EXTENSION CABLE EMG 450 011091","NOS","2","28-Jul-1994","","7.36","","","","",""
"863","3028007","HANDLE WITH INDICATING DISC EMG 450 0210204","SET","2","28-Jul-1994","","8.41","","","","",""
"864","3028008","OUT PUT TERMINAL ASSEMBLY WITH KNON EMG 4","SET","2","28-Jul-1994","","42.03","","","","",""
"865","3028009","OUT PUT TERMINAL KNOB EMG 450 0110910021","NOS","6","28-Jul-1994","","12.61","","","","",""
"866","3028010","CARBON BRUSH BIG SET","SET","2","28-Jul-1994","16-Jun-1995","153.41","","","","",""
"867","3028011","CARBON BRUSH SMALL SET","SET","1","28-Jul-1994","16-Jul-1996","6.30","","","","",""
"868","3029001","DRILLING MACHINE 6 mm - SWITCH","NOS","4","7-Jun-1995","","13.80","","","","",""
"869","3029002","DRILLING MACHINE 6 mm - CARBON BRUSH","NOS","24","7-Jun-1995","","36.00","","","","",""
"870","3029003","DRILLING MACHINE 6 mm - BRUSH HOLDER","NOS","12","7-Jun-1995","","27.60","","","","",""
"871","3029004","DRILLING MACHINE 6mm - CHUCK","NOS","1","7-Jun-1995","","17.75","","","","",""
"872","3029005","DRILLING MACHINE 6 mm - CHUCK KEY","NOS","3","7-Jun-1995","","5.10","","","","",""
"873","3029006","DRILLING MACHINE 6 mm - ARMATURE ASSEMBLY","NOS","1","7-Jun-1995","","42.50","","","","",""
"874","3029007","DRILLING MACHINE 6 mm - FILE ASSEMBLY","NOS","1","7-Jun-1995","","23.95","","","","",""
"875","3030001","DRILLING MACHINE 20 mm SWITCH","NOS","3","7-Jun-1995","","10.35","","","","",""
"876","3030002","DRILLING MACHINE 20 mm CARBON BRUSH","NOS","24","7-Jun-1995","","66.00","","","","",""
"877","3030004","DRILLING MACHINE 20 mm BRUSH HOLDER","NOS","11","7-Jun-1995","11-Jun-1998","31.90","","","","",""
"878","3034006","AIR BREAK CONTACTOR P.NO P 001-30-3001 INDEF /","NOS","2","23-Apr-1997","","110.26","","","","",""
"879","3035007","""USHA MARTIN"" MAKE 1/2"" (12MM) STEEL WIRE ROP","MTR","300","29-May-2015","4-Jun-2016","27289.12","","","","",""
"880","3039004","POLYPROPYLENE MONOFILAMENT FILTER CLOTH","MTR","50","12-Apr-2016","21-Jan-2012","19167.00","","","","",""
"881","3042002","FABRICATION AND SUPPLY OF SLURRY BINS (AS P","NOS","1","9-Feb-2010","","100197.50","","","","",""
"882","3101001","STRUCTURAL STEEL CONFORMING TO IS.2062 OF","KGS","50","7-Oct-2017","16-Feb-2018","2075.00","","","","",""
"883","3101002","STRUCTURAL STEEL CONFORMING TO IS: 2062 ,","KGS","72","7-Oct-2017","18-Jul-2018","19090.00","","","","",""
"884","3101004","MS ANGLE 50 X 50 X 6 MM CONFIRMING TO IS:2062","KGS","987","21-Jul-2018","12-Jul-2018","2227.32","","","","",""
"885","3101007","STRUCTURAL STEEL CONFORMING TO IS 2062:2","KGS","790","21-Jul-2018","10-Jul-2017","","","","","",""
"886","3101009","STRUCTURAL STEEL CONFORMING TO IS 2062:2","KGS","270","21-Jul-2018","23-Jun-2017","","","","","",""
"887","3101014","I.S.A  IRON 25 X 25 X 3 MMSTRUCRURAL STEEL","KGS","150","4-Feb-2016","21-May-2018","6930.36","","","","",""
"888","3102001","STRUCTURAL STEEL CONFORMING TO IS.2062 OF M","KGS","60","7-Oct-2017","15-Feb-2018","2490.00","","","","",""
"889","3102002","STRUCTURAL STEEL CONFORMING TO IS: 2062 ,","KGS","49","13-Jun-2018","22-Nov-2016","","","","","",""
"890","3102007","STRUCTURAL STEEL CONFORMING TO IS: 2062 OF M","KGS","131","7-Oct-2017","23-Jun-2018","10246.35","","","","",""
"891","3102011","M.S FLAT 25 X 5 MM CONFIRMING TO IS:2062.","KGS","54","13-Jun-2018","11-Apr-1997","","","","","",""
"892","3102017","STRUCTURAL STEEL CONFORMING TO IS: 2062 OF M","KGS","253","7-Oct-2017","18-Jul-2018","7871.85","","","","",""
"893","3103001","STRUCTURAL STEEL CONFORMING TO IS","KGS","480","21-Jul-2018","15-Nov-2017","","","","","",""
"894","3103004","STRUCTURAL STEEL CONFORMING TO IS 2062:2","KGS","300","21-Jul-2018","15-Nov-2017","","","","","",""
"895","3103005","STRUCTURAL STEEL CONFORMING TO IS","KGS","750","21-Jul-2018","12-Dec-2017","","","","","",""
"896","3103006","STRUCTURAL STEEL CONFORMING TO IS 2062:2011","KGS","500","21-Jul-2018","16-Nov-2017","-1283.39","","","","",""
"897","3103008","STRUCTURAL STEEL CONFORMING TO IS 2062:2","KGS","550","21-Jul-2018","16-Nov-2017","","","","","",""
"898","3103009","-DO- M.S.PLATE 20 MM. THICK.","KGS","318","14-Jan-2016","8-Jun-2018","23036.74","","","","",""
"899","3103010","STRUCTURAL STEEL CONFORMING TO","KGS","375","4-Feb-2016","17-Jan-2018","16881.05","","","","",""
"900","3104001","STRUCTURAL STEEL CONFORMING TO IS 2062:2011","KGS","310","21-Jul-2018","26-Nov-2016","","","","","",""
"901","3104002","STRUCTURAL STEEL CONFORMING TO IS 2062:2011","KGS","1040","21-Jul-2018","15-Dec-2017","","","","","",""
"902","3104003","STRUCTURAL STEEL CONFORMING TO IS","KGS","250","21-Jul-2018","12-Aug-2016","","","","","",""
"903","3105002","- DO- ISMB 200X100 MM","KGS","140","20-Feb-2017","2-Jul-2018","20649.61","","","","",""
"904","3105007","STRUCTURAL STEEL CONFORMING TO IS 2062:2011","KGS","330","21-Jul-2018","5-Apr-2017","","","","","",""
"905","3105008","STRUCTURAL STEEL CONFORMING TO IS 2062:2011","KGS","500","21-Jul-2018","16-Nov-2017","","","","","",""
"906","3105010","ISMB 100 X 50 MM","KGS","250","4-Feb-2016","25-Feb-2017","12875.00","","","","",""
"907","3106003","TMT BAR 10 MM.","KGS","32","15-Jul-2015","20-Jun-2018","3861.02","","","","",""
"908","3106010","M.S SHAFT 63 MM","KGS","139","22-Aug-2003","8-Dec-2015","134.46","","","","",""
"909","3106019","M.S ROD  45 MM","KGS","1835","26-Dec-1995","29-Jun-2018","1013.02","","","","",""
"910","3108006","S.S PLAIN END  PIPES BUTT WELDING PIPES 88.9 M","LEN","2","9-Dec-1991","31-Mar-1990","198.37","","","","",""
"911","3108020","S.S.PIPE, AISI 310,PIPES SCHEDULE 80, IN 6 MTR.","NOS","1","19-Sep-2016","14-Jun-2016","22277.00","","","","",""
"912","3109005","G.I.PLAIN SHEET CONFORMING TO IS 277 OF 1.0","NOS","7","14-Aug-2017","20-Jun-2018","16240.00","","","","",""
"913","3109014","TATA MAKE GI POWDER COATED SHEET(BLUE SHA","NOS","25","20-Mar-2017","","32000.00","","","","",""
"914","3201001","ZENITH/TATA/APOLLO/JINDAL MAKE G.I.PIPES CONF","NOS","1","4-Jan-2016","22-Nov-2016","1289.33","","","","",""
"915","3201007","G.I.PIPES CONFORMING TO IS:1239 OF 1990, 'C'","NOS","2","14-Sep-2012","22-Nov-2016","5543.15","","","","",""
"916","3205026","HDPE MOULDED BEND  AS PER IS 8008: 90 DEGREE","NOS","15","21-Mar-2016","8-Dec-2015","255.00","","","","",""
"917","3205027","HDPE BEND 20mm OD 6KG/CM2","NOS","10","27-Jan-2000","24-Nov-1997","4.65","","","","",""
"918","3205029","90 DEGREE HDPE MOULDED BEND CONFORMING T","NOS","4","29-Jul-2013","30-Apr-2015","1363.33","","","","",""
"919","3205030","90 DEGREE HDPE MOULDED BEND CONFORMING T","NOS","10","21-Mar-2016","12-Mar-2015","2080.00","","","","",""
"920","3205034","90 DEGREE HDPE MOULDED BEND, PE.80.PN.10, SIZ","NOS","3","25-Mar-2009","29-Sep-2012","1872.60","","","","",""
"921","3205035","HDPE MOULDED BEND AS PER IS 8008: 90 DEGREE","NOS","1","1-Apr-2015","8-Oct-2015","354.00","","","","",""
"922","3207017","M.S ELBOW 219.1 MM X 12.7 MM LONG RADIUS 90 D","NOS","5","1-Oct-1998","21-Jul-2004","135.98","","","","",""
"923","3207025","M.S.SEAMLESS LONG RADIUS ELBOW 90  - DEGREE","NOS","1","27-Jul-2017","14-Jun-2018","1905.00","","","","",""
"924","3207036","HDPE ELBOW 20 mm 6 KG CM2","NOS","6","17-Jul-1998","","2.18","","","","",""
"925","3210008","G.I SOCKET R BRAND FOR CLASS C PIPES 74 MM","NOS","8","24-Dec-1996","8-Jul-2016","14.07","","","","",""
"926","3215011","HDPE TEE 40 MM","NOS","12","13-Sep-1995","19-Mar-2005","94.15","","","","",""
"927","3215017","HDPE MOULDED TEE  CONFORMING TO IS 8008 SI","NOS","5","21-Mar-2016","8-Dec-2015","2980.00","","","","",""
"928","3215025","HDPE MOULDED TEECONFORMING TO IS 8008  SIZ","NOS","2","25-Mar-2009","8-Oct-2015","1876.80","","","","",""
"929","3215026","HDPE MOULDED TEE PN 6, SIZE 140 MM OD.","NOS","1","13-Sep-2011","29-Sep-2012","623.67","","","","",""
"930","3218104","M.S.SEAMLESS EQUAL TEE CONFIRMING TO ASTM A","NOS","4","27-Jul-2017","29-Apr-2017","3500.00","","","","",""
"931","3218107","M.S.SEAMLESS EQUAL TEE CONF.TO ASTM A234,G","NOS","6","5-Sep-2015","16-Jul-2016","3389.40","","","","",""
"932","3218110","M.S.SEAMLESS EQUAL TEE CONF.TO ASTM A234,G","NOS","8","5-Sep-2015","11-Sep-2015","1304.80","","","","",""
"933","3218111","M.S.SEAMLESS EQUAL TEE CONF.TO ASTM A234,G","NOS","7","5-Sep-2015","11-Mar-2016","2284.10","","","","",""
"934","3218112","M.S.SEAMLESS EQUAL TEE CONFIRMING TO ASTM A","NOS","3","27-Jul-2017","20-Jul-2016","3450.00","","","","",""
"935","3221012","FLANGES 110 MM [ HDPE ]","NOS","7","3-Feb-2001","11-Apr-2015","37.49","","","","",""
"936","3221014","HDPE FLANGE AS PER ASA 150-SIZE 75 MM.","NOS","6","4-Sep-2012","12-Nov-2012","532.00","","","","",""
"937","3221016","FLANGES 225 MM [ HDPE ]","NOS","12","16-Mar-1992","31-Mar-1989","594.00","","","","",""
"938","3223025","HDPE REDUCER 32 X 20 MM","NOS","9","26-Nov-1992","28-Apr-1995","13.50","","","","",""
"939","3223031","HDPE REDUCER 40 X 32 MM","NOS","4","13-Sep-1995","6-Aug-1999","4.55","","","","",""
"940","3227001","M.S.FLANGES AS PER BS 10 , TABLE ""E"" OF SIZE :-","NOS","15","27-Jul-2017","24-May-2016","1050.00","","","","",""
